Offset	Amplitude	X Position	Y Position	X Peak Width	Y Peak Width	6 N Photons	ChiSquared	FitOK	Frame Number	Peak Index of Frame	Peak Global Index	12 X PkW * Y PkW	Sigma Amplitude	Sigma X Pos rtNph	Sigma Y Pos rtNph	Sigma X Pos Full	Sigma Y Pos Full	18 Grouped Index	Group X Position	Group Y Position	Group Sigma X Pos	Group Sigma Y Pos	Group N Photons	24 Group Size	Frame Index in Grp	Label Set	Amplitude L1	Amplitude L2	Amplitude L3	30 FitOK Labels	Zeta0	Sigma Amp L2	Sigma Amp L3	Unwrapped Z	Sigma Z	36 Coherence	Group A1	Group A2	Group A3	Unwrapped Group Z	Group Sigma Z	42 Group Coherence	XY Ellipticity	Z Position	Unwrapped Z Error	XY Group Ellipticity	Group Z Position	Unwrapped Group Z Error
 2.63762E+002	 1.88107E+003	 4.83380E+001	 2.11750E+002	 1.97853E+000	 1.26121E+000	 2.71460E+004	 7.34902E+003	 1.00000E+000	 1.00000E+000	 2.00000E+000	 2.00000E+000	 2.49536E+000	 4.33713E+001	 1.20086E-002	 7.65484E-003	 1.41027E-001	 5.76373E-002	 2.00000E+000	 4.83134E+001	 2.11699E+002	 3.96492E-002	 3.96492E-002	 3.33638E+005	 1.20000E+001	 1.00000E+000	 0.00000E+000	 8.00036E+002	 8.98221E+002	 2.63709E+002	 3.00000E+002	 3.36761E+000	 3.30855E-002	 0.00000E+000	 1.78653E+002	 2.43409E+000	 5.98442E-001	 8.05531E+002	 9.13389E+002	 2.81710E+002	 1.78576E+002	 7.27876E-001	 5.70842E-001	 2.21412E-001	 1.78653E+002	-8.54453E+001	 2.33303E-001	 1.78576E+002	-1.02711E+002
 2.51170E+002	 1.90059E+003	 4.83770E+001	 2.11714E+002	 1.93174E+000	 1.25790E+000	 2.69280E+004	 8.29832E+003	 1.00000E+000	 8.00000E+000	 2.00000E+000	 1.13000E+003	 2.42993E+000	 4.35957E+001	 1.17719E-002	 7.66556E-003	 1.28334E-001	 5.47581E-002	 2.00000E+000	 4.83129E+001	 2.11702E+002	 3.96492E-002	 3.96492E-002	 3.33638E+005	 1.20000E+001	 8.00000E+000	 0.00000E+000	 8.08273E+002	 9.11052E+002	 2.71542E+002	 3.00000E+002	 3.41745E+000	 2.71551E-002	 0.00000E+000	 1.80087E+002	 2.48056E+000	 5.89603E-001	 8.05531E+002	 9.13389E+002	 2.81710E+002	 1.79975E+002	 7.27876E-001	 5.70842E-001	 2.11259E-001	 1.80087E+002	-6.93126E+001	 2.33303E-001	 1.79975E+002	-1.01331E+002
 2.45955E+002	 1.92552E+003	 4.83884E+001	 2.11728E+002	 1.98518E+000	 1.27058E+000	 2.80690E+004	 6.95580E+003	 1.00000E+000	 1.10000E+001	 1.00000E+000	 1.61900E+003	 2.52234E+000	 4.38808E+001	 1.18491E-002	 7.58384E-003	 1.49967E-001	 6.17353E-002	 2.00000E+000	 4.83125E+001	 2.11703E+002	 3.96492E-002	 3.96492E-002	 3.33638E+005	 1.20000E+001	 1.10000E+001	 0.00000E+000	 8.26345E+002	 9.13729E+002	 2.75720E+002	 3.00000E+002	 3.46632E+000	 3.12893E-002	 0.00000E+000	 1.79401E+002	 2.40979E+000	 5.94454E-001	 8.05531E+002	 9.13389E+002	 2.81710E+002	 1.80569E+002	 7.27876E-001	 5.70842E-001	 2.19488E-001	 1.79401E+002	-8.19203E+001	 2.33303E-001	 1.80569E+002	-1.00728E+002
 2.63279E+002	 1.78312E+003	 4.84276E+001	 2.11768E+002	 1.93587E+000	 1.21582E+000	 2.44910E+004	 7.24432E+003	 1.00000E+000	 1.20000E+001	 4.00000E+000	 1.78700E+003	 2.35367E+000	 4.22270E+001	 1.23701E-002	 7.76901E-003	 1.44591E-001	 5.73848E-002	 2.00000E+000	 4.83126E+001	 2.11704E+002	 3.96492E-002	 3.96492E-002	 3.33638E+005	 1.20000E+001	 1.20000E+001	 0.00000E+000	 7.16680E+002	 8.73530E+002	 2.59174E+002	 3.00000E+002	 3.15549E+000	 3.36842E-002	 0.00000E+000	 1.85833E+002	 2.77067E+000	 5.53507E-001	 8.05531E+002	 9.13389E+002	 2.81710E+002	 1.80741E+002	 7.27876E-001	 5.70842E-001	 2.28465E-001	 1.85833E+002	-8.84483E+001	 2.33303E-001	 1.80741E+002	-1.00528E+002
 2.74310E+002	 1.73949E+003	 4.86005E+001	 2.11912E+002	 1.76591E+000	 1.17022E+000	 2.14950E+004	 7.84886E+003	 1.00000E+000	 1.90000E+001	 6.00000E+000	 2.96200E+003	 2.06650E+000	 4.17072E+001	 1.20448E-002	 7.98175E-003	 1.16081E-001	 5.13630E-002	 7.24000E+002	 4.86949E+001	 2.11951E+002	 3.24698E-002	 3.24698E-002	 4.59197E+005	 1.70000E+001	 7.00000E+000	 0.00000E+000	 6.85610E+002	 8.08832E+002	 2.98053E+002	 1.00000E+002	 3.08428E+000	 4.40722E-002	 0.00000E+000	 1.81907E+002	 3.54526E+000	 4.61736E-001	 7.53115E+002	 8.46753E+002	 4.10999E+002	 1.69384E+002	 1.01768E+000	 3.48018E-001	 2.02883E-001	 1.81907E+002	-5.51822E+001	 1.78949E-001	 1.69384E+002	-3.28022E+001
 2.72472E+002	 1.91797E+003	 4.86406E+001	 2.11959E+002	 1.78204E+000	 1.21918E+000	 2.47790E+004	 8.78207E+003	 1.00000E+000	 2.00000E+001	 2.00000E+000	 3.12600E+003	 2.17263E+000	 4.37946E+001	 1.13208E-002	 7.74510E-003	 1.14731E-001	 5.40289E-002	 7.24000E+002	 4.86947E+001	 2.11952E+002	 3.24698E-002	 3.24698E-002	 4.59197E+005	 1.70000E+001	 8.00000E+000	 0.00000E+000	 7.88867E+002	 8.36315E+002	 3.58664E+002	 1.00000E+002	 3.45430E+000	 4.33215E-002	 0.00000E+000	 1.71343E+002	 3.35760E+000	 4.54088E-001	 7.53115E+002	 8.46753E+002	 4.10999E+002	 1.69535E+002	 1.01768E+000	 3.48018E-001	 1.87544E-001	 1.71343E+002	-4.33658E+001	 1.78949E-001	 1.69535E+002	-3.26199E+001
 2.69698E+002	 1.71985E+003	 4.85253E+001	 2.11876E+002	 1.89041E+000	 1.17751E+000	 2.25070E+004	 7.74720E+003	 1.00000E+000	 2.10000E+001	 4.00000E+000	 3.30800E+003	 2.22597E+000	 4.14711E+001	 1.26008E-002	 7.84883E-003	 1.42375E-001	 5.56157E-002	 7.24000E+002	 4.86952E+001	 2.11951E+002	 3.24698E-002	 3.24698E-002	 4.59197E+005	 1.70000E+001	 9.00000E+000	 0.00000E+000	 6.91257E+002	 7.96929E+002	 2.91827E+002	 1.00000E+002	 3.06724E+000	 4.42093E-002	 0.00000E+000	 1.80909E+002	 3.34508E+000	 4.78239E-001	 7.53115E+002	 8.46753E+002	 4.10999E+002	 1.69814E+002	 1.01768E+000	 3.48018E-001	 2.32373E-001	 1.80909E+002	-9.89433E+001	 1.78949E-001	 1.69814E+002	-3.24007E+001
 2.36009E+002	 1.83155E+003	 4.87964E+001	 2.11980E+002	 1.70172E+000	 1.26386E+000	 2.32240E+004	 6.16291E+003	 1.00000E+000	 2.30000E+001	 1.00000E+000	 3.64900E+003	 2.15074E+000	 4.27967E+001	 1.11666E-002	 8.29337E-003	 1.34755E-001	 7.45595E-002	 7.24000E+002	 4.86948E+001	 2.11952E+002	 3.24698E-002	 3.24698E-002	 4.59197E+005	 1.70000E+001	 1.10000E+001	 0.00000E+000	 6.28940E+002	 8.19061E+002	 3.67025E+002	 1.00000E+002	 3.12224E+000	 3.21281E-002	 0.00000E+000	 1.85787E+002	 5.30507E+000	 2.96860E-001	 7.53115E+002	 8.46753E+002	 4.10999E+002	 1.70129E+002	 1.01768E+000	 3.48018E-001	 1.47646E-001	 1.85787E+002	 2.95624E+001	 1.78949E-001	 1.70129E+002	-3.20008E+001
 2.63007E+002	 1.87803E+003	 4.86346E+001	 2.11889E+002	 1.78112E+000	 1.21081E+000	 2.41380E+004	 7.26705E+003	 1.00000E+000	 2.40000E+001	 2.00000E+000	 3.82100E+003	 2.15660E+000	 4.33363E+001	 1.14642E-002	 7.79338E-003	 1.12572E-001	 5.23693E-002	 7.24000E+002	 4.86953E+001	 2.11952E+002	 3.24698E-002	 3.24698E-002	 4.59197E+005	 1.70000E+001	 1.20000E+001	 0.00000E+000	 7.75536E+002	 8.30294E+002	 3.27135E+002	 1.00000E+002	 3.35519E+000	 3.48498E-002	 0.00000E+000	 1.75223E+002	 3.15999E+000	 4.88850E-001	 7.53115E+002	 8.46753E+002	 4.10999E+002	 1.70367E+002	 1.01768E+000	 3.48018E-001	 1.90617E-001	 1.75223E+002	-4.40138E+001	 1.78949E-001	 1.70367E+002	-3.18321E+001
 3.40270E+002	 2.07249E+003	 4.84749E+001	 2.11874E+002	 2.06421E+000	 1.39989E+000	 3.38920E+004	 1.63521E+004	 1.00000E+000	 3.00000E+001	 2.40000E+001	 4.67300E+003	 2.88968E+000	 4.55246E+001	 1.12126E-002	 7.60408E-003	 1.47529E-001	 6.81011E-002	 7.24000E+002	 4.86970E+001	 2.11950E+002	 3.24698E-002	 3.24698E-002	 4.59197E+005	 1.70000E+001	 1.70000E+001	 0.00000E+000	 8.45070E+002	 8.65286E+002	 4.05982E+002	 1.00000E+002	 3.70349E+000	 5.70127E-002	 0.00000E+000	 1.68221E+002	 2.98523E+000	 4.36702E-001	 7.53115E+002	 8.46753E+002	 4.10999E+002	 1.71407E+002	 1.01768E+000	 3.48018E-001	 1.91772E-001	 1.68221E+002	-5.27215E+001	 1.78949E-001	 1.71407E+002	-3.08120E+001
 3.15396E+002	 1.83566E+003	 4.83252E+001	 2.11929E+002	 1.67647E+000	 1.36309E+000	 2.50490E+004	 6.88096E+003	 1.00000E+000	 4.40000E+001	 4.10000E+001	 8.32200E+003	 2.28518E+000	 4.28446E+001	 1.05926E-002	 8.61248E-003	 8.12490E-002	 5.39680E-002	 2.36500E+003	 4.83797E+001	 2.11806E+002	 5.91954E-002	 5.91954E-002	 1.63739E+005	 7.00000E+000	 2.00000E+000	 0.00000E+000	 8.18401E+002	 8.61169E+002	 2.16237E+002	 1.00000E+002	 3.25923E+000	 3.57076E-002	 0.00000E+000	 1.86050E+002	 2.17309E+000	 6.97812E-001	 7.57715E+002	 8.10173E+002	 2.55460E+002	 1.84028E+002	 9.98248E-001	 5.94151E-001	 1.03103E-001	 1.86050E+002	 9.54903E+001	 1.80811E-001	 1.84028E+002	-2.08892E+001
 3.34255E+002	 1.42100E+003	 4.84059E+001	 2.11660E+002	 1.64991E+000	 1.17504E+000	 1.67230E+004	 2.92367E+003	 1.00000E+000	 4.50000E+001	 1.86000E+002	 8.70400E+003	 1.93872E+000	 3.76961E+001	 1.27586E-002	 9.08648E-003	 8.85003E-002	 4.53877E-002	 2.36500E+003	 4.83798E+001	 2.11807E+002	 5.91954E-002	 5.91954E-002	 1.63739E+005	 7.00000E+000	 3.00000E+000	 0.00000E+000	 6.41879E+002	 6.85990E+002	 1.96630E+002	 1.00000E+002	 2.62516E+000	 3.38180E-002	 0.00000E+000	 1.85540E+002	 2.91889E+000	 6.35824E-001	 7.57715E+002	 8.10173E+002	 2.55460E+002	 1.84215E+002	 9.98248E-001	 5.94151E-001	 1.68100E-001	 1.85540E+002	-9.38623E-001	 1.80811E-001	 1.84215E+002	-2.08656E+001
