Offset	Amplitude	X Position	Y Position	X Peak Width	Y Peak Width	6 N Photons	ChiSquared	FitOK	Frame Number	Peak Index of Frame	Peak Global Index	12 X PkW * Y PkW	Sigma Amplitude	Sigma X Pos rtNph	Sigma Y Pos rtNph	Sigma X Pos Full	Sigma Y Pos Full	18 Grouped Index	Group X Position	Group Y Position	Group Sigma X Pos	Group Sigma Y Pos	Group N Photons	24 Group Size	Frame Index in Grp	Label Set	Amplitude L1	Amplitude L2	Amplitude L3	30 FitOK Labels	Zeta0	Sigma Amp L2	Sigma Amp L3	Unwrapped Z	Sigma Z	36 Coherence	Group A1	Group A2	Group A3	Unwrapped Group Z	Group Sigma Z	42 Group Coherence	XY Ellipticity	Z Position	Unwrapped Z Error	XY Group Ellipticity	Group Z Position	Unwrapped Group Z Error
 1.77051E+002	 5.60011E+002	 2.36588E+002	 1.89208E+002	 1.17948E+000	 1.28480E+000	 5.28500E+003	 8.96392E+002	 1.00000E+000	 1.00000E+000	 8.00000E+000	 7.00000E+000	 1.51539E+000	 2.36646E+001	 1.62243E-002	 1.76731E-002	 5.24163E-002	 6.16696E-002	 7.00000E+000	 2.36605E+002	 1.89243E+002	 1.36107E-002	 1.36107E-002	 1.57447E+005	 3.10000E+001	 1.00000E+000	 0.00000E+000	 8.98897E+001	 3.62717E+002	 1.09863E+002	 1.00000E+002	 8.91584E-001	 8.41037E-002	 0.00000E+000	-3.94892E+001	 4.02424E+000	 8.20361E-001	 1.02878E+002	 3.80739E+002	 8.53624E+001	-4.87990E+001	 6.58723E-001	 9.18208E-001	-4.27391E-002	 2.51756E+002	 8.58175E+001	-8.22686E-002	 2.42446E+002	 1.35233E+002
 1.55307E+002	 3.71801E+002	 2.36669E+002	 1.89165E+002	 1.23294E+000	 1.39991E+000	 3.96400E+003	 9.30024E+002	 1.00000E+000	 2.00000E+000	 5.40000E+001	 2.16000E+002	 1.72601E+000	 1.92821E+001	 1.95829E-002	 2.22348E-002	 7.63255E-002	 9.75891E-002	 7.00000E+000	 2.36605E+002	 1.89243E+002	 1.36107E-002	 1.36107E-002	 1.57447E+005	 3.10000E+001	 2.00000E+000	 0.00000E+000	 4.32415E+001	 2.45194E+002	 9.31857E+001	 1.00000E+002	 6.05326E-001	 1.80211E-001	 0.00000E+000	-2.65434E+001	 4.34560E+000	 8.77192E-001	 1.02878E+002	 3.80739E+002	 8.53624E+001	-4.86594E+001	 6.58723E-001	 9.18208E-001	-6.34159E-002	 2.64702E+002	 1.29480E+002	-8.22686E-002	 2.42586E+002	 1.35351E+002
 1.78441E+002	 4.56202E+002	 2.36589E+002	 1.89189E+002	 1.14390E+000	 1.41457E+000	 4.56700E+003	 1.35632E+003	 1.00000E+000	 3.00000E+000	 1.60000E+001	 3.48000E+002	 1.61812E+000	 2.13589E+001	 1.69267E-002	 2.09318E-002	 7.09498E-002	 1.07301E-001	 7.00000E+000	 2.36605E+002	 1.89244E+002	 1.36107E-002	 1.36107E-002	 1.57447E+005	 3.10000E+001	 3.00000E+000	 0.00000E+000	 5.30653E+001	 2.90847E+002	 1.17195E+002	 1.00000E+002	 7.35133E-001	 2.05282E-001	 0.00000E+000	-3.15537E+002	 4.22323E+000	 8.40912E-001	 1.02878E+002	 3.80739E+002	 8.53624E+001	-4.85237E+001	 6.58723E-001	 9.18208E-001	-1.05791E-001	 2.66954E+002	-9.66672E+001	-8.22686E-002	 2.42722E+002	 1.35497E+002
 1.73837E+002	 3.64475E+002	 2.36655E+002	 1.89146E+002	 1.09568E+000	 1.33420E+000	 3.31200E+003	 7.81849E+002	 1.00000E+000	 4.00000E+000	 4.50000E+001	 5.36000E+002	 1.46185E+000	 1.90912E+001	 1.90387E-002	 2.31833E-002	 7.40535E-002	 1.08464E-001	 7.00000E+000	 2.36605E+002	 1.89244E+002	 1.36107E-002	 1.36107E-002	 1.57447E+005	 3.10000E+001	 4.00000E+000	 0.00000E+000	 5.31828E+001	 2.32541E+002	 9.51037E+001	 1.00000E+002	 6.12520E-001	 2.06005E-001	 0.00000E+000	-3.16972E+002	 5.68138E+000	 7.34027E-001	 1.02878E+002	 3.80739E+002	 8.53624E+001	-4.81841E+001	 6.58723E-001	 9.18208E-001	-9.81603E-002	 2.65519E+002	-1.09420E+002	-8.22686E-002	 2.43061E+002	 1.35814E+002
 1.69212E+002	 4.11025E+002	 2.36621E+002	 1.89169E+002	 1.15166E+000	 1.37110E+000	 4.02400E+003	 9.01124E+002	 1.00000E+000	 5.00000E+000	 3.00000E+001	 6.80000E+002	 1.57904E+000	 2.02738E+001	 1.81549E-002	 2.16143E-002	 7.20564E-002	 1.01061E-001	 7.00000E+000	 2.36605E+002	 1.89244E+002	 1.36107E-002	 1.36107E-002	 1.57447E+005	 3.10000E+001	 5.00000E+000	 0.00000E+000	 6.15300E+001	 2.66553E+002	 9.29012E+001	 1.00000E+002	 6.70626E-001	 1.44060E-001	 0.00000E+000	-3.23640E+002	 4.77636E+000	 7.92109E-001	 1.02878E+002	 3.80739E+002	 8.53624E+001	-4.78344E+001	 6.58723E-001	 9.18208E-001	-8.69866E-002	 2.58851E+002	-1.32633E+002	-8.22686E-002	 2.43411E+002	 1.36176E+002
 1.63774E+002	 3.97957E+002	 2.36570E+002	 1.89222E+002	 1.21432E+000	 1.36189E+000	 4.08000E+003	 6.19016E+002	 1.00000E+000	 6.00000E+000	 3.20000E+001	 8.46000E+002	 1.65378E+000	 1.99489E+001	 1.90109E-002	 2.13213E-002	 6.32626E-002	 7.87506E-002	 7.00000E+000	 2.36605E+002	 1.89244E+002	 1.36107E-002	 1.36107E-002	 1.57447E+005	 3.10000E+001	 6.00000E+000	 0.00000E+000	 6.24194E+001	 2.56611E+002	 8.49189E+001	 1.00000E+002	 6.42950E-001	 1.17550E-001	 0.00000E+000	-3.50522E+001	 4.76020E+000	 7.89326E-001	 1.02878E+002	 3.80739E+002	 8.53624E+001	-4.76784E+001	 6.58723E-001	 9.18208E-001	-5.72828E-002	 2.56193E+002	 1.11887E+002	-8.22686E-002	 2.43567E+002	 1.36361E+002
 2.09249E+002	 6.07495E+002	 2.36592E+002	 1.89418E+002	 1.09743E+000	 1.36178E+000	 5.64800E+003	 1.04434E+003	 1.00000E+000	 7.00000E+000	 5.00000E+000	 9.75000E+002	 1.49446E+000	 2.46474E+001	 1.46026E-002	 1.81201E-002	 4.96446E-002	 7.51318E-002	 7.00000E+000	 2.36604E+002	 1.89245E+002	 1.36107E-002	 1.36107E-002	 1.57447E+005	 3.10000E+001	 7.00000E+000	 0.00000E+000	 9.91495E+001	 4.10049E+002	 1.12670E+002	 1.00000E+002	 9.79540E-001	 8.67009E-002	 0.00000E+000	-3.31811E+002	 3.63789E+000	 8.77838E-001	 1.02878E+002	 3.80739E+002	 8.53624E+001	-4.75446E+001	 6.58723E-001	 9.18208E-001	-1.07494E-001	 2.50680E+002	-1.10278E+002	-8.22686E-002	 2.43701E+002	 1.36620E+002
 1.78008E+002	 5.57245E+002	 2.36581E+002	 1.89333E+002	 1.15190E+000	 1.39453E+000	 5.55200E+003	 1.38732E+003	 1.00000E+000	 8.00000E+000	 1.00000E+001	 1.13800E+003	 1.60637E+000	 2.36060E+001	 1.54593E-002	 1.87156E-002	 5.51869E-002	 7.97541E-002	 7.00000E+000	 2.36604E+002	 1.89246E+002	 1.36107E-002	 1.36107E-002	 1.57447E+005	 3.10000E+001	 8.00000E+000	 0.00000E+000	 8.73246E+001	 3.86641E+002	 9.58771E+001	 1.00000E+002	 8.90070E-001	 1.25643E-001	 0.00000E+000	-3.32928E+002	 3.35859E+000	 9.59025E-001	 1.02878E+002	 3.80739E+002	 8.53624E+001	-4.73999E+001	 6.58723E-001	 9.18208E-001	-9.52825E-002	 2.49563E+002	-1.29527E+002	-8.22686E-002	 2.43846E+002	 1.36710E+002
 1.82379E+002	 7.12819E+002	 2.36571E+002	 1.89226E+002	 1.11611E+000	 1.31907E+000	 6.53300E+003	 1.26106E+003	 1.00000E+000	 9.00000E+000	 5.00000E+000	 1.29400E+003	 1.47223E+000	 2.66987E+001	 1.38087E-002	 1.63197E-002	 5.01783E-002	 6.92370E-002	 7.00000E+000	 2.36604E+002	 1.89247E+002	 1.36107E-002	 1.36107E-002	 1.57447E+005	 3.10000E+001	 9.00000E+000	 0.00000E+000	 1.24179E+002	 4.94291E+002	 1.18455E+002	 1.00000E+002	 1.15510E+000	 7.95845E-002	 0.00000E+000	-4.42832E+001	 3.21567E+000	 9.23385E-001	 1.02878E+002	 3.80739E+002	 8.53624E+001	-4.72321E+001	 6.58723E-001	 9.18208E-001	-8.33435E-002	 2.46962E+002	 1.41353E+002	-8.22686E-002	 2.44013E+002	 1.36810E+002
 1.74117E+002	 5.30636E+002	 2.36563E+002	 1.89157E+002	 1.10505E+000	 1.23641E+000	 4.52700E+003	 7.13364E+002	 1.00000E+000	 1.00000E+001	 1.70000E+001	 1.46600E+003	 1.36629E+000	 2.30355E+001	 1.64238E-002	 1.83763E-002	 4.99257E-002	 6.17278E-002	 7.00000E+000	 2.36603E+002	 1.89247E+002	 1.36107E-002	 1.36107E-002	 1.57447E+005	 3.10000E+001	 1.00000E+001	 0.00000E+000	 9.04284E+001	 3.75640E+002	 7.81517E+001	 1.00000E+002	 8.45749E-001	 7.61814E-002	 0.00000E+000	-4.60217E+001	 3.53392E+000	 1.00937E+000	 1.02878E+002	 3.80739E+002	 8.53624E+001	-4.71118E+001	 6.58723E-001	 9.18208E-001	-5.61054E-002	 2.45224E+002	 9.91265E+001	-8.22686E-002	 2.44134E+002	 1.36887E+002
